index,Search Term
6756,Electric arc deposition of titanium and copper
14905,SiO2 heat capacity
18941,cowo4
9227,Ir-Si phase diagram
3036,boron carbide
20082,TiPd2Sn
13333,phase diagram Fe-Mn
7075,Eu Cu P
21346,Al2O3
12124,Nb-Sc
15917,TbBr3
13866,PtMn2Al
14041,rb3ini6
4081,cerusi3
15743,Ta2NiSe5
9064,InAs wurtzite effective mass
17507,"Yamauchi, Y.; Kuroda, K. 2008,"
16393,Ti2SiC crystal strucrure
16715,Tm YGG
11090,Mn Eu phase diagram
12947,organic chemistry
18186,α-tin (gray tin) band gap
19719,Ni5Al3
6739,einsteinium
893,4-cyclohexylphenol
11137,Mn-Ga
20413,consolidated molybdenum dioxide
5193,Cr B O
18712,calcium
21218,Si3N4
7521,fe2si
18164,α Ti crystal
18326,三防漆
5603,cs3smbr6
11786,Na sb
1181,adiponitrile
20341,bazro3
10209,li3Mg2TaO6
6784,element system of C17H19NO3
17579,YBCO
20902,Cr-Si
19646,Nb2C
18293,топливный насос
2140,As-Fe-Sr structure
21123,La3Al
6120,cuins2
5215,Cr V Hf
11332,MnNi
902,4-ethylstyrene
11596,MoN
17322,wood adhesives
1383,Al
20023,TbNi
757,3-ethyl-3-methylhexane
2977,BiSi
16338,Ti-Te phase diagram
18042,Zr6CoAL2
4487,community
18244,ε-Ga2O3
14325,RT
9693,La-Mn
14217,Remote sensing water quality
16124,The hardness and strength of metals
16542,TINISI
11932,Na8Ta6O19
853,3CaO·Al2O3·CaCl2·10H2O
17595,YbMn2
5887,Cu-Os
16787,tp4
18968,Cr3Ge
4447,cobalt oxide alginate
13274,Pentalene
255,1-Ethyl-4-methyl-piperazine
12144,Nb2.5Ni20.5B6
9951,LaNiO3 heat capacity
7265,Fe Cr Ni
11153,Mn-Pt-SN
6170,CuPbSnS3
12681,nickle
4461,cofe
18452,"3,4-dihydro-2H-pyran"
13659,Pr6O11
1664,Al(OH)3
19811,poly(vinylidene fluoride)
7238,Fe
10186,Li3AI
5079,consolidated zirconium(iv) silicate (zircon)
17101,Vapor Pressure and Antoine Constants
17548,Yb2Zr2O7
17258,Water DMF
8330,GeSe
20091,Tm-Al-O
3673,CaZr
21146,Ni3Al
7658,FeGe structure
10502,Lu2C3
11334,mno
21066,Al-Si
12301,ND2Ge3
9093,Indium tin oxide
10725,methoxycyclopropane
7031,Ethyl acetoacetate
4349,co2
17200,W-F
18340,导电胶
11709,n-decane
1410,Al Cu
19116,EuCd2As2
19199,FeTe0.5Se0.5 crystal structure
384,1.2eV bandgap
15200,Sodium iron-nickelmanganate
8610,Hexabromobenzene
9697,La-Ni phase diagram
12863,O-Re
21189,consolidated sodium chloride (halite)
6661,dyf3
7826,Flower-Like SrTiO3 BiVO4 Heterojunction Nanocomposite Photocatalyst for Effective Degradation of Tetracycline
14100,RbCeTa2O7
5667,CsGeCl₃ crystal
4957,consolidated sodium sulfate
132,"(S)-pentane-1,2,5-triol"
7573,Fe3PdN
5836,Cu-Co-Sn
1883,AlFe2
5492,Cs-Pb-Br
1329,AgMg
14930,slicate
8771,HgI2
8071,Gd Mg
10742,methyl phenyl ether
11717,N-fold generalized Darboux transformation and breather–rogue waves on the constant/periodic background for a generalized mixed nonlinear Schrödinger equation.
9562,KhgCl3
15235,soot
6984,esports
4648,consolidated cobalt
4567,consolidated barium fluoride
18269,ЕрСк2Ыш2
10753,Methylenecyclopropene
3526,CaMnO3
9374,k2hpo4
6304,decanoic acid
15469,SrSn3
8311,Geochemistry
802,"3,3-dichloro-prop-1-ene"
13352,phase diagram of Ca-Mn
14196,Refractive index >1
18674,butanone ethyl alcohol
12690,nicocr
976,"5,6-dimethyl-3-hepten-2-ol"
13266,Penis enlargement drug
11759,"N,N'-Diphenyl-malonamide"
12244,NbSe2 1T
8490,H2BDC
9075,Inconel 718 creep
11648,MoS3
19966,sodium
13985,Rankinite
8850,HoCo2
21110,GaSe
13017,p2o5
6770,electron affinity
16704,TlMncl3
16318,Ti-Ni-Sn
8049,gas
16300,Ti-D
3821,Ce2Au3In6
15877,Tb-V-Sn
19607,Na2FeO2
10330,LiMn0.5Ni1.5O4
4038,cerium
16013,Tellurium powder absorption
2184,At-Ag
9753,La2CuO4
14427,S9TI8
14202,refractive index ammonium nitrate
18384,"""elongation at break"""
7796,FexMn1-xSi
20768,Ti5Si3
2771,bi Te binary phase diagram
9908,LaMnO
9581,kmgBr3
16778,Topacio crystal structure
21165,Zr-O
15405,SrFeO2.96
15265,SPSS 19.0
628,"2,3-dimethyl-1,3-butadiene"
12910,Offshore
4748,consolidated indium phosphide
9728,La0.6Sr0.4Co0.2Fe0.8O3
423,110-19-0
3734,CdPo Crystal Structure
9876,LaCu3Al2
2316,B Mg
11148,Mn-N
10419,lithium
14918,sistema urinario
6028,Cu3ZnTe2
9467,k3tibr6
15725,Ta-Si
6775,Electronic properties and tunability in graphene/3D-InP mixed-dimensional van der Waals heterostructure
21092,consolidated sodium hydroxide
601,"2,2-dimethylpropane nitrile"
10212,Li3N
13198,Pd-Cu
12988,P
4438,cobalt corrosion
16598,titanium
15864,Tb-Ni-Ga
17628,YCrO3
3511,calcium_cobalt_oxide
14540,Sc-Ni
11758,"N,N,N',N'-Tetramethyl-methane diamine"
5515,Cs2MnCl6
154,(Z)-3-methyl-3-hexene
17187,W TA FE
13725,Production of 14α-hydroxysteroids by a recombinant Saccharomyces cerevisiae biocatalyst expressing fungal steroid 14α-hydroxylation system
8265,Ge2sb2te5
6887,Er-Co-Ga
13943,PZT
2178,ASTM D-2892
21214,Sc-Ni
2947,BiPO4
16179,thermal stability fluorite
15894,Tb3Co
2907,BiKTiO3 crystal structure
9763,La2Ir2O7
13810,Pt-Pd
18886,consolidated manganese(ii) telluride
6073,cubic LSAT
10173,LI2S
7206,Fabrication and Microstructure of 30-Filament Jelly-Roll Nb3Al Superconducting Wires with Very High Critical Current Density
1601,Al-O-Cl
13837,Pt3Si crystal structure
11902,Na3SbS4
8522,H3RhCl6
15710,Ta Zn
2860,bi2te3 crystal structure
10462,lonsdaleite
13413,phosphoric acid diethyl ester
8446,Gross Domestic Product
18049,ZrB2O5
11215,Mn2TiGA
9595,KMnO2
8168,GdCo4Al
1805,Al3O4
2181,Asymmetrical Magnets in Rotor Structure of a Permanent Magnet Brushless DC Motor for Cogging Torque Minimization
1739,Al２O3 bandgap
14068,rb3tbi6
2062,antagonist
2021,aminacetophen
9565,KHgF3
17341,WS2 crystal structure
16794,tradicion
20251,ZrRuAs
8811,Ho-In
4782,consolidated iron(iii) oxide
3842,Ce2O3 crystal structure
8385,GPS
12625,NI4SI2B
18361,纤维素改性
18162,α In2Se3
15294,Sr2CoO4
19693,Ni-C
11895,Na3MnF6
13223,PdBi2Te3
4168,Chromatograpy Coleonema ablum
17013,V Ni B
2861,Bi2Te3 Crystal Structure
554,2-methyl-3-(1-methylethyl)hexane
9633,KY3F10
17745,Zircon
17966,Zr-Cu-Al
14819,signal ecg
15822,TaSi2
4506,computer aided engineering oil and gas
5294,Cr2As
425,110-19-0 azeotrop
6568,DOI: 10.1007/978-981-16-8866-9_4
8213,gdsbte
7947,Ga0.87 La0.95 Mg0.13 O2.74 Sr0.05
4221,"Cm,Te,"
5851,Cu-I
18508,Al-C-Ni Isothermal Section of Ternary Phase Diagram
20713,SiO2 crystal structure
19184,FeGa
13702,PrGe3
8714,HfGa
7345,Fe-Cr-Ni
1886,AlFeMgMn
6574,domotic
8067,Gd
2534,band gap > 0.1
5358,crack
3633,CaSi2Al2O8
3830,Ce2Fe17
13103,PbBi2
17968,Zr-Fe-Cr
4787,consolidated lanthanum aluminate
3803,Ce-Sb composition
4243,Co crystal
21143,Nb
18006,Zr1C1
7839,fluoro
7569,Fe3O4
18785,chemical milling
20860,"cis-1,2-dibromoethene"
11035,MHET
9464,k3smi6
8534,handbook of heat transfert
14500,sb2se3 bi2se3
3954,CeFe7
4869,consolidated neodymium gallium oxide
1051,978-3-662-57262-7
10229,li3ybi6
8757,HgBa2Ca2Cu3O8
11994,namgcl3
16032,Ternary Alloy Systems
17207,W-Re
5061,consolidated yttrium trifluoride
5926,Cu-Zn phase diagram
8663,Hf-Ni
8141,Gd3Te
15432,SrNb2O6
3423,Ca9Al6O18
16505,TiFeSi
15632,surface tension
12687,NiCo2S4
3644,CaSO4 crystal structure
19599,Na-K-Cl
15358,SrAl2Ge2
11360,MnPS
14042,rb3irbr6
1644,Al-Y phase diagram
17556,YBa2Cu3O
7711,"FePO4, xrd"
17627,YCr6Ge6
13196,Pd-Co
15606,sulfur
14089,RbBr crystal structure
4421,Co4Pb5
19943,Sm-Mo-O
3898,Ce5NiPb
18825,consolidated aluminum iron (13:4) intermetallic compound
14219,removing heavy metals orange peels
21244,consolidated gold
15267,sputtering HEA taguchi
17071,V3Si2
6788,Elingham nitride
5127,Copper
8348,GH4169
7924,Ga Zn
15605,Sulfinyl cyanide fluoride
14261,Rh13
10403,liquid carbon
4459,cof
10788,Mg Ta
11629,"MoS2 ""affinity"""
14167,Re-Bi
13962,que es estadistica
18271,кавентон
12132,Nb-Tb
11265,Mn5Ge2
14633,Se77
10683,melt-processed PLA/PMMA
19826,Pr6O11
6053,Cu9Zr2 crystal structure
14273,RhCO
4131,chalcopyrite crystal structure
15330,Sr2Ta2O7
8057,gas turbine
10952,mgB2C2
6163,CuP2
17307,Winning Wordle Wisely—or How to Ruin a Fun Little Internet Game with Math
16335,Ti-Si phase diagram
14468,Sb-Cr phase diagram
18693,Ca2Al2SiO7
974,"5,5-dimethyl-1,3-cyclohexadiene"
20451,cs2tibr6
20782,UO2
11820,Na0.15MnO2
2746,BF3[H2O]2
18866,consolidated iron chromium
779,3-isopropyl-2
12791,Nitrocellulose
19079,Dy Fe
3456,CaCO3 Crystal structure
20571,KIT-1 (mesoporous silica)
15315,Sr2IrO4 crystal
18123,ZrO2 Yb2O3 SiO2 diagram
5854,Cu-In-Ti phase diagram
19626,NaF
10469,LPS
10793,Mg Zn Ca
15249,Spectra heavy water
1104,abc
10592,Magnesiocoulsonite
20780,"trans-2,3-dichloro-but-2-ene"
14173,Re-Te
19107,ethyl methyl carbonate
2249,Au-Ti phase diagram
19090,Er3BeCrS7
2000,Aluminium alloy
6361,devaluation
3781,Ce-Ga
15036,SmSi2
1615,Al-Si coating
571,2-methylbutane
19721,NiCo2O4
20441,Cr V Si
18358,硫化锌
8846,HoAl2
8883,HoTe2
9074,Inconel 625
1971,alpha-MnO2 cif
16386,Ti2O1
21350,PbTe
3593,Carbon fibre-reinforced cement
14665,semiconductor
1621,Al-Si-Nb
9129,InNi crystal structure
14541,Sc-Ni-Sn
7511,Fe2O3 maghemite
11462,Mo-Pm
7317,Fe-Al phase diagram
18359,硼化铪
4431,CoAsS magnetization
2658,bcc iron crystal structure
10187,Li3Al(Mo4)3
8853,HoCo3 transitions
8508,H2PtCl6
577,2-naphthol
12398,"network,satellite"
2164,AsNi
1144,acetonitrile
7738,fertilizer recommendation system
18370,钙钛矿
1169,activated carbon
19585,MoS2 affinity
18466,7-Hydroxy-4-methyl-8-nitrocoumarin
19773,Pd4Se
19701,NI-SI-TI
20821,"2,3-dimethyl-2,3-butanediol"
15421,SrLaGaO3
20837,As
7975,GaAs crystall instruction
9109,Infrared image enhancement algorithm based on detail enhancement guided image filtering
19452,LiF
18690,Ca Zr
14279,RhGe2
2820,Bi2CaMg2
11208,Mn2Sb2Te5
4187,cif file of BiFeCrO6
3878,Ce3Ru2In2
19629,NaI doped with thallium and lithium
13551,polylactic acid
13370,phase digrams of Ternary alloys
5452,crystal structure of austenitic steel
14186,red P crystal structure
14886,Sine-Gordon equation
303,"1,1-dibromopropane"
18299,Ьт
16249,Ti hydrides
4803,consolidated lead titanate
13183,Pd
15320,Sr2LiOsO6
2296,AV-14
5919,Cu-W
1889,AlFeSi
19522,microcline
19699,Ni-Si binary
18934,CoS2
12019,NaNiO2
2384,B4C AL2O3
16093,Textbook of Diagnostic Sonography
13490,pmsm
7276,Fe Ferrite
12661,NiC
15013,SmCoO3
18331,储氢材料
18002,Zr(HP04)
282,1-Nitro-anthraquinone
14959,Sm-Te
13361,phase diagram Ti Ce
4204,cl
10600,magnetic permeability
17275,WC-6Co
8359,glycerine
10148,Li2CO3
2520,bamg2si2o7
19490,Methamphetamine
10960,MgCl2 BiCl3
10932,Mg4C60
3229,C2H2F4
5579,cs3ircl6
15487,SrTiO3
18666,BiTeI
10275,library
9544,Kennametal grade K313
13507,Polonium
2549,band-gap 3.4
1242,Ag-S-Te
20957,LuH3
16674,tl9bite6
7007,ethanol density
5040,consolidated tungsten semicarbide
13830,Pt3Co nanoparticle
13211,Pd(OAc)2
18248,η
13115,PbCl2
10616,manganese heptoxide
17112,Verifikation und Validierung für die Simulation in Produktion und Logistik
11656,MoSiGeN4
689,2226481-03-2
9480,k3yi6
19075,Dislocation-based deformation mechanisms in metallic nanolaminates
11542,MoC
19356,KCl
6022,CU3ti
5373,CrCl3
18770,CeNiBi
11274,mnal6
19323,InAlAs
8108,gd2fe14b
7990,GaIn24.5
17604,YbPdAs
12689,NiCO3
9902,LaIn
6093,CuCrS4
5296,Cr2CuO4
14443,SAN3Y
1133,Acetic acid and tert-butanol
7637,FeCr phase
20980,Na2CrO4
2439,Ba2NaOsO6
20856,Ce-Al
13626,Pr-Fe
1779,Al2Si2O6(OH)4
13377,phase FeCr
1661,"Al(Fe,Mn)Si"
8404,graphene
2037,an introduction to mathematical ecology
109,"(Na(Al,Fe,Li,Mg,Mn)M3Al(Si6O18)(BO3)3. (OH,F)4"
7823,flexibility of thermoplastics
9280,IrS2
7069,Eu band structure
12644,"NiAl, cif"
13879,PtSe2 crystal structure
16238,Ti Cr
6104,cufeo2 crystal structure
16911,types of vertical axis wind turbines
4738,consolidated holmium
944,4140 fracture toughness
529,2-heptyne
12122,NB-S
17807,Zn(CF3SO3)2
17047,V-Zr-O-Gd
16242,Ti Fe
5375,Crcl3 crystal structure
15499,SrTio3O
17524,Yb-cu
13647,Pr2Si2O7
13727,Proline interaction
9779,La2O3
11119,Mn Zr
1184,Adsorption isotherm for ammonia
1887,AlFeMnSi
1280,ag3tbbr6
895,4-ethyl-1-methylbenzene
2392,Ba Ta O N
21160,water
20993,Ni-Al
15869,Tb-Sb-Fe
7134,EuCo2
4011,cep2ru2
4606,consolidated calcium sulfate (anhydrite)
741,3-chloro-butan-2-ol
18109,ZrO2 crystal structure
3965,cela32ru67
9843,LaBaCo2O5
11664,MoTe2
1380,Al
16414,Ti3CNO2
20778,TlAgI2
12890,octafluoronaphthalene
636,"2,3-dimethylheptane"
1106,Abm2
17158,VRu2Ga
2412,Ba(PO3)2
8322,GeS
18551,al4b2o9
20588,Li-B
19873,RhSe2
14586,SCIENTCOMP
17491,Y4Ga2O9
1013,7-[bis(carboxymethyl)amino]coumarin-4- yl}
5094,"Constructoras: Régimen contable, fiscal y de Segundad social México."
3208,c17h13no3s
20743,Ta
19147,Fe-S
15853,Tb-Cu
8042,GaON
5287,Cr12P7
7879,Frogs Communicate with Ultrasound in Noisy Environments
7583,Fe3Sn2 crystal structure
8295,GeHgTe2
12276,Nd-Bi
1901,alkohol und frauen
21167,"4-(1,1-dimethylethyl)-heptane"
17203,w-mo
21207,NbC
13022,P3121 (152)
15570,"Strong Electron–Phonon Coupling and SelfTrapped Excitons in the Defect Halide Perovskites A3M2I9 (A = Cs, Rb; M = Bi, Sb)."
8135,Gd3Ge4
1686,al12w
17737,zinc blende SnS
4514,conductive ink
3334,Ca-Sb phase diagram
1522,Al-Cu-Sc
4560,consolidated antimony(iii) selenide
4866,consolidated molybdenum ditelluride
18267,громада
19664,nd18fe76b6
11652,MoSe2
7176,EuV6Sn6
3003,Bivo4 cli
20501,Fe2O3 phase diagram
6805,Empirical Study on Malicious URL Detection Using Machine Learning
9884,LaFe5
15329,Sr2RuO4
11809,Na-Se
9158,inse
18138,zrs
3479,CaF2 compression
9771,La2NiO4
17691,"yTPN)6M PK""@6 PN""JI NBAKzzKLQ176Q )I""@6AN ) zKQPKMIQ6A""I6AJ""MI6Q6A""I"
13047,Parinov
11731,N-Phenyl-benzenesulfonamide
12323,Nd5Co2
11925,Na5B2P3O13
15064,sn se binary phase diagram
16154,"Theoretical insight into the optoelectronic properties of lead-free perovskite derivatives of Cs3Sb2X9 (X = Cl, Br, I)"
16254,Ti Ni binary phase diagram
698,28575-16-7
10428,Lithium sodium potasium crystal structure
3413,Ca5Mg4V6O24
16496,TiCuSi
5762,Cu Er
20005,Ta-Cr
711,2H In2Se3
9721,"La0.3Sr0.7CoO3,band gap"
12919,On Big data benchmarking
7571,fe3o4 crystal
19453,LiFePO4
3801,Ce-Sb
6721,Effect of thermal cycling on the mechanical properties of Zr41Ti14Cu12. 5Ni10Be22. 5 alloy
4164,CHOZn
14984,Sm4co3Ga16
10739,Methyl oleate
10693,meso-erythritol
1550,Al-In-P Phase Diagram
8302,General competence of engineering management students
12824,Nocedal and wright
12700,NiCu
13168,PbTiO3 crystal structure
18659,BiInSn
2408,Ba-Y-F
1374,ajedrez
7602,Fe6-xGayGe5-y
10687,memoria
1649,Al-Zn
14743,Si-In
2463,Ba8Au6Si40
11582,molecular nitrogen
11811,Na-Sn binary phase diagram
8420,graphenen
11956,NaCl
5668,CsGeCl₃ crystal strcutre
4230,"CN2 , Space group: 122, I-42d,"
13897,Pu2C3
18486,Ag-Si
4177,Chrysen
11230,Mn3ga
19729,NiTeSe
13495,PoBi3
3503,calcium citrate
9845,LaBi
14274,rhenium
2054,Anisaldehyde Benzene
13615,PPS
6191,cuseo3
14881,silver(III) sulfate
11972,NaClH2
19252,Ge-Si phase diagram
15344,Sr3V2O7
2467,BaAl0.5Si0.5O4
20265,(S)-2-hydroxypropanoic acid
8178,GdCr2Si2
17489,Y4Co3 crystal structure
12283,Nd-In
19919,Si-Y
1855,AlB24C4
6551,DLP
21379,ZrO2
16382,Ti2Cu
15953,TbSb2
6166,CuPbBiSe3
2364,B12C3
21017,SnS
18056,zrc-c
11853,Na2Mo2O7
11212,MN2SN
17213,W-Ta
9108,Information science for materials discovery and design
6555,DMF
8529,HA crystal structure
20950,LaAlO3
6203,CuSO4 5H2O
16430,Ti3SiC2
5111,CoOOH
264,1-iodo-butane
442,1449295-46-8
3476,caf
9321,job crafting
8488,H2 Ti2 O5 · H2 O
7537,Fe3B
2635,BaV6Sn6
19859,RbBr
6883,Er Ti
16350,"Ti, H"
4820,consolidated lithium nitrogen oxide
19496,Mg-Gd
11608,Monte Carlo Modeling of Amorphous Polymer Deformation: Evolution of Stress with Strain
16919,u zr binary phase diagram
9556,KGe crystal structure
9310,J. Phase Equilib. Diffus.
11403,Mo
18997,cu
20678,NiO2
6663,DyFe3
4749,consolidated indium selenide
10748,Methylammonium bromide
17772,Zn Nb
18073,ZrFe2
15073,Sn-Al phase diagram
17345,WS2 structure
8023,GaN
1989,alteraciones fisiológicas y conductuales del consumo de drogas licitas e ilicitas.
1210,Ag Crystal structure
18854,consolidated gadolinium oxide
4225,"CN ,"
19902,ScFe6Ga6
10820,Mg-Fe
12336,NdAl2
3813,Ce0.8Sm0.2O2
5719,cssri3
8169,GdCo4Ga
14579,ScH2
4424,Co9Se8
363,"1,3,5-trimethyl-benzene"
9113,InGaAs refractive
16049,tetradecan-1-ol
12527,Ni-Se phase diagram
1951,AlON
20126,V5O12
11413,Mo Fe Ti
11008,MgO bandgap
1949,AlOF
17212,W-Si-P
6499,dimethyl-vinyl-methoxy-silane
3165,C-Ti (carbon-titanium)
4893,consolidated niobium iron antimonide
17347,WS2 work function
7830,Fluoren
11976,NaCoO2 crystal structure
1394,Al B
20334,band gap
1770,Al2O3:Cr3
14910,SiO2-Na2O
3289,C6O6
15633,surface tension ethanol
16148,The Social Responsibility of Business is to Increase its Profits
19796,phenylethanoic acid
9485,K5P3O10
7468,Fe0.924O
19799,Phosphorus
20476,dimethyl-diphenyl-silane
15777,TaCoTe2
15501,SrV3O7
2646,BaZrO3
18960,Cr-W binary phase diagram
739,3-chloro-2-propenal
15391,SrCu2P2
18348,氮化铁
7505,fe2o3
4384,Co2P crystal structure
2927,BiOCl
10454,LnBO3
6347,Depressionsspirale
5100,"Contreras Burgos, A. E. (2009) Metodología de la investigación. México. ST editorial."
243,1-chloroadamantane
19054,cyclohexene
12861,O-P-Zr
1692,AL13FE4
2216,Au Ge
20946,KBr-KI
13925,PVA
13635,Pr2Co17 transitions
11588,Molybdenum
19827,PrCo2
15902,Tb5Fe2B6
9547,keuBr3
5931,Cu-Zn-Sn-In diagram phase
3171,C-Y THERMODYNAMIC
10067,Li Mg Ta O
6607,Dy-Fe
1979,AlSb crystal structure
4357,co2 energy
14433,safety barriers
5743,CU
14362,RU3SN7
18979,Cs-Sb
9774,La2O
12186,NbB
13330,phase diagram fe p
12684,NiCl2 6H2O
2884,Bidimensional
2829,Bi2O5Se
9211,Iodosilane
2341,B-N
1440,Al Na Cl
6972,es:Gd
19202,FGH96
10268,LiBr
15662,t
13680,PrCr10-xN11
17331,WS2
18944,Cr I
19715,Ni3Ga
11634,MoS2 3R
365,"1,3,5-trioxane"
7033,Ethyl dimethylpropanoate
18258,Ау2Щ3
1364,AIBN
4295,Co-Ho Binary Phase Diagram
27,"""Platinum complexes"" AND chemotherapy"
11636,Mos2 crystal structure
2230,Au-Ni
1903,alkylammonium ions
6533,Discrete-Time Quantum Walks of the One-Dimensional Dirac Oscillator
4428,CoAs2 magnetizataion
3584,carbon dioxide
6187,CuSbTe2
10363,LiNbS
12867,O-Ti
12678,Nickel Yttrium
6856,environment pachuca hidalgo
4229,"CN2 , piezoelectric, Space group: 121"
16995,USY
6780,electrostatic concentration of phosphate
11715,N-ethylacetamide
15854,Tb-Fe
19209,Foundations and Earth Retaining Structures
21295,C
18699,CaAl12O19
20962,Mg-Gd phase diagram
16451,Ti5Te4
12547,"Ni, cif"
6935,ErGa2
14715,Si Ge phase diagram
18572,Amide ion
11524,mo6c
6590,Dumpich
19223,gallium phosphide
1934,AlN insulation resistance
18724,Carbon AG5-HNO3 (356K)
18502,Al W
7715,FePSe3
7260,Fe Co Cr phase diagram
14527,Sc-Bi
18903,consolidated silicon nitride
11998,NaMn6Sn6
3045,BPo Crystal Structure
2380,b4c
4034,ceria
32,"""simation"" and ""automatitation"""
14065,rb3tbbr6
14142,RbReO4
10794,MG Zn phase diagram
20130,vo2
6212,CuTiSi
1003,"64-17-5,Density"
16004,teil*
10529,LuCo6Sn6
13118,PbCuAsTe3
12464,Ni-Al phase diagram
5162,CoSi
21197,Gaas
5043,consolidated uranium
8231,Ge crystal structure
12434,Ni Cu Cr
13690,Preparation of glass powders
13676,PrCo2 magnetic transitions
9418,k3eri6
13533,polycarbonate
9145,InS
8889,How international can advertising be
5974,Cu2O
5464,crystal structure of SmFe7N
12953,Orthoclase crystal structure
320,"1,1,2,2-tetraphenylethane"
2481,BaCeO3
17725,zif--8
20965,Mn Bi
8510,H2S
16027,terephthalic acid chloride
17319,WOCl3
19319,In-P
11443,Mo-Er
13519,poly ethylene
6808,employees need to adapt and embody the rapid changes of work
18489,Ag2Te
6593,"Dumpich G., Wassermann E.F., Manns V., Keune W., Murayama S., Miyako Y.: Structural and magnetic properties of NixFe1−x e"
13655,Pr5Co19 transitions
7121,euas2
9794,La3Co4Sn13
17009,V crystal structure
2233,Au-Ni-Nb
876,4-Amino-benzonitrile
18678,C10H12O
3684,Cd Ni phase diagram
16344,Ti-W
1604,Al-O-Y phase diagram
680,"2`,3`,5`-Trimethyl-acetophenone"
7955,Ga2O3
7728,ferrite
3350,Ca11Bi10
10808,Mg-Al-Zn
11154,Mn-Sb Binary Phase Diagram
7496,Fe2Ge3 magnetic
1324,AgI
11947,nacaBr3
19510,Mg3Sb2
5303,Cr2MnO4
674,2:17 phase smCo
8597,heritage aaesthetics value
6160,CuO structure
17074,V4AlC
10851,Mg-Sb Binary Phase Diagram
4279,Co-Fe
13089,Pb0.92Mo6S7.5
710,2DEG
19212,Ga-I
7822,Flex cracking ceramic capacitors
6926,ErCo3SI2
6522,diphenylnitrosoamine
17952,Zr Zn
21300,consolidated zirconium dioxide
18421,2-chloro-2-methylbutane
19855,Quartz
13076,Pb-Sn
11219,Mn2ZnCa
9197,Investigation of Two-Phase Flow Through Single- and Multi-Stage Orifices
9391,K2Se
17719,zeolite SCR
15020,SmFe7 crystal structure
795,3-Nitro-benzaldehyde
16823,Transgenic crops in agriculture
14246,rGO
20314,AlP
2606,BaTa2O6 Orthorhombic
12773,NiSiO4
2072,antioxidants
21162,Y-Ni
17591,YBiO
7057,Ethylene sulfite dielectric constant
4154,chlorobenzene
17267,water-glycol
681,2055
1411,Al Cu binary phase diagram
10784,Mg se binary phase diagram
13001,p-chlorobenzyl p-chlorophenyl sulfide
18257,μ-imido-dicarbonic acid diamide
20454,CsCu2I3
15087,Sn-Li phase diagrams
3829,Ce2Fe14B
11765,N2
9670,La Sr Mn O
5414,CrO4 crystal structure
2124,artificial intelligence cybersecurity
6393,diamond crystal structure
15232,solubility silicon oxide
1485,Al-Ce-Co
18851,consolidated europium(iii) oxide
11420,Mo Ni Nb
351,"1,2,4,5-tetrafluoro-benzene"
7590,Fe4[Fe(CN)6]3
578,2-naphthol
9709,La-Ta
8986,imidazolium
9552,kfeBr3
10631,marketing research kumar
605,"2,2,3,3-tetramethyl-pentane"
235,1-Chloro-2-fluoroethane
17295,WH
6155,cuo crystal structure
12506,Ni-Ge phase daigram
19422,LaRh3Si2
20844,BN
20496,Fe-S
18579,As2Se3
169,(Zn4(OH)6)SO4
9692,La-Mn
10034,lead titanate
9497,Kalsi3 o8
4228,"CN2 ,"
6872,epoxy resin
7354,Fe-Cu phase diagram
19387,La0.95Sr0.05Ga0.87Mg0.13O3
16538,TiNi2Sn
18250,θ-Al
18063,ZrCl3 phase diagrems
7512,Fe2O3 structure
14435,safety barriers in the industries stations
7076,Eu Fe
11730,n-Pentane
12587,Ni3Al
17852,ZnCl2
2680,belbedj
5573,cs3hobr6
7929,Ga-Cr-S
1505,al-cu diagram
5084,consolidated α-tin (gray tin) band gap
19478,Lu2O3
6280,Dampfdruckkurve
20433,consolidated zinc oxide
17429,Y-O-Al phase diagram
932,4-Trifluoromethyl-biphenyl
17303,WHf Crystal Structure
11237,Mn3Ge crystal structure
4535,consolidated aluminum iron (13:4) intermetallic compound
1912,alloys
3227,C24H30O5
10872,"Mg,H"
11122,Mn-Al
5154,CoS2
21242,consolidated aluminum(iii) oxide
2421,Ba2BiVO6 photocatalytic
20358,CaCO3 Crystal Structure
19118,EuGe3
7663,FeGeTe
20805,YZrO3
16956,UN crystal structure
9247,iridium
6608,Dy-Fe phase diagram
5152,corundum
11327,MnMoO4
231,1-Chloro-1-propyne
9336,K-Co-Se-O
4914,consolidated rhenium dioxide
87,(E)-2-pentene
8784,High-throughput Copper alloy
4200,cis-3-hexene
10703,metallic elements properties
2061,ANSI 316
2494,Bad war or good war
2075,Antropology
8076,Gd-al-O
4870,consolidated neodymium iron boride
10630,marketing research
12390,Needham Puzzle
3464,cacu5
8942,hydrogen and corrosion
14397,rutile
10829,Mg-Gd-Zn Phase
13790,PT
5087,construction
16394,Ti2SiC crystal structure
19611,Na2ZrO3
2097,aragonite
20366,Ce-Co
19879,RuCl3
4244,Co crystal structure
6987,esterification caproic acid
7794,FeVTa
3031,bond length
16231,ti bcc
8755,Hg[N3]
1795,Al3Mg2
7306,Fe Si diffusion
4404,Co3O4 crystal structure
6325,delayed fluoresecents
8219,GdTaO4
4814,consolidated lithium nickel oxide
17867,ZnMn2O4
12895,octane
15638,Surface treatment of molds
16876,Tris(trifluoromethyl)amine
18655,Bi2Te3 crystal structure
18644,Bi Se
18870,consolidated iron(ii) disulfide (pyrite)
11277,MnAs
11361,MnPSe
